date,week,medical,name,time
2021-11-01,月曜日,指定なし,県立今治病院,08:30～翌08:30
2021-11-02,火曜日,指定なし,済生会今治病院,08:30～翌08:30
2021-11-03,祝日,指定なし,片山医院,09:00～17:00
2021-11-03,祝日,指定なし,瀬戸内海病院,08:30～翌08:30
2021-11-03,祝日,小児科,みぶ小児科,09:00～17:00
2021-11-04,木曜日,指定なし,白石病院,08:30～翌08:30
2021-11-05,金曜日,指定なし,木原病院,08:30～翌08:30
2021-11-06,土曜日,指定なし,医師会市民病院,17:30～翌08:30
2021-11-06,土曜日,指定なし,今治第一病院,08:30～17:30
2021-11-07,日曜日,指定なし,医師会市民病院,08:30～翌08:30
2021-11-07,日曜日,小児科,県立今治病院,09:00～17:00
2021-11-07,日曜日,指定なし,はかた外科胃腸科,09:00～17:00
2021-11-08,月曜日,指定なし,広瀬病院,08:30～翌08:30
2021-11-09,火曜日,指定なし,済生会今治病院,08:30～翌08:30
2021-11-10,水曜日,指定なし,木原病院,08:30～翌08:30
2021-11-11,木曜日,指定なし,県立今治病院,08:30～翌08:30
2021-11-12,金曜日,指定なし,今治第一病院,08:30～翌08:30
2021-11-13,土曜日,指定なし,医師会市民病院,17:30～翌08:30
2021-11-13,土曜日,指定なし,白石病院,08:30～17:30
2021-11-14,日曜日,指定なし,医師会市民病院,08:30～翌08:30
2021-11-14,日曜日,内科,医師会市民病院,09:00～17:30
2021-11-14,日曜日,小児科,医師会市民病院,09:00～17:00
2021-11-14,日曜日,指定なし,しのざき整形外科,09:00～17:00
2021-11-15,月曜日,指定なし,済生会今治病院,08:30～翌08:30
2021-11-16,火曜日,指定なし,今治セントラルクリニック,17:15～22:30
2021-11-16,火曜日,指定なし,県立今治病院,08:30～17:15 / 22:30～翌08:30
2021-11-17,水曜日,指定なし,今治第一病院,08:30～翌08:30
2021-11-18,木曜日,指定なし,白石病院,08:30～翌08:30
2021-11-19,金曜日,指定なし,木原病院,08:30～翌08:30
2021-11-20,土曜日,指定なし,医師会市民病院,08:30～翌08:30
2021-11-21,日曜日,指定なし,喜多嶋診療所,09:00～17:00
2021-11-21,日曜日,小児科,済生会今治病院,09:00～17:00
2021-11-21,日曜日,指定なし,瀬戸内海病院,08:30～翌08:30
2021-11-22,月曜日,指定なし,広瀬病院,08:30～翌08:30
2021-11-23,祝日,指定なし,有津むらかみクリニック,09:00～17:00
2021-11-23,祝日,指定なし,今治第一病院,08:30～翌08:30
2021-11-23,祝日,小児科,まつうらバンビクリニック,09:00～17:00
2021-11-24,水曜日,指定なし,済生会今治病院,08:30～翌08:30
2021-11-25,木曜日,指定なし,白石病院,08:30～翌08:30
2021-11-26,金曜日,指定なし,県立今治病院,08:30～翌08:30
2021-11-27,土曜日,指定なし,医師会市民病院,17:30～翌08:30
2021-11-27,土曜日,指定なし,木原病院,08:30～17:30
2021-11-28,日曜日,指定なし,医師会市民病院,08:30～翌08:30
2021-11-28,日曜日,内科,医師会市民病院,09:00～17:30
2021-11-28,日曜日,小児科,医師会市民病院,09:00～17:00
2021-11-28,日曜日,指定なし,松浦医院,09:00～17:00
2021-11-29,月曜日,指定なし,瀬戸内海病院,08:30～翌08:30
2021-11-30,火曜日,指定なし,今治第一病院,08:30～翌08:30
