date,week,medical,name,time
2021-05-01,土曜日,指定なし,医師会市民病院,17:30～翌08:30
2021-05-01,土曜日,指定なし,今治第一病院,08:30～17:30
2021-05-02,日曜日,小児科,あおい小児科,09:00～17:00
2021-05-02,日曜日,指定なし,医師会市民病院,08:30～翌08:30
2021-05-02,日曜日,指定なし,松浦医院,09:00～17:00
2021-05-03,祝日,指定なし,大三島中央病院,09:00～17:00
2021-05-03,祝日,指定なし,県立今治病院,08:30～翌08:30
2021-05-04,祝日,指定なし,済生会今治病院,08:30～翌08:30
2021-05-04,祝日,指定なし,斎藤クリニック,09:00～17:00
2021-05-05,祝日,指定なし,片山医院,09:00～17:00
2021-05-05,祝日,指定なし,瀬戸内海病院,08:30～翌08:30
2021-05-05,祝日,小児科,丹こどもクリニック,09:00～17:00
2021-05-06,木曜日,指定なし,白石病院,08:30～翌08:30
2021-05-07,金曜日,指定なし,今治第一病院,08:30～翌08:30
2021-05-08,土曜日,指定なし,医師会市民病院,17:30～翌08:30
2021-05-08,土曜日,指定なし,木原病院,08:30～17:30
2021-05-09,日曜日,指定なし,医師会市民病院,08:30～翌08:30
2021-05-09,日曜日,内科,医師会市民病院,09:00～17:30
2021-05-09,日曜日,小児科,医師会市民病院,09:00～17:00
2021-05-09,日曜日,指定なし,しのざき整形外科,09:00～17:00
2021-05-10,月曜日,指定なし,済生会今治病院,08:30～翌08:30
2021-05-11,火曜日,指定なし,県立今治病院,08:30～翌08:30
2021-05-12,水曜日,指定なし,今治第一病院,08:30～翌08:30
2021-05-13,木曜日,指定なし,白石病院,08:30～翌08:30
2021-05-14,金曜日,指定なし,木原病院,08:30～翌08:30
2021-05-15,土曜日,指定なし,医師会市民病院,08:30～翌08:30
2021-05-16,日曜日,指定なし,瀬戸内海病院,08:30～翌08:30
2021-05-16,日曜日,小児科,瀬戸内海病院,09:00～17:00
2021-05-16,日曜日,指定なし,はかた外科胃腸科,09:00～17:00
2021-05-17,月曜日,指定なし,広瀬病院,08:30～翌08:30
2021-05-18,火曜日,指定なし,済生会今治病院,08:30～翌08:30
2021-05-19,水曜日,指定なし,今治第一病院,08:30～翌08:30
2021-05-20,木曜日,指定なし,白石病院,08:30～翌08:30
2021-05-21,金曜日,指定なし,県立今治病院,08:30～翌08:30
2021-05-22,土曜日,指定なし,医師会市民病院,17:30～翌08:30
2021-05-22,土曜日,指定なし,木原病院,08:30～17:30
2021-05-23,日曜日,指定なし,医師会市民病院,08:30～翌08:30
2021-05-23,日曜日,内科,医師会市民病院,09:00～17:30
2021-05-23,日曜日,小児科,医師会市民病院,09:00～17:00
2021-05-23,日曜日,指定なし,喜多嶋診療所,09:00～17:00
2021-05-24,月曜日,指定なし,瀬戸内海病院,08:30～翌08:30
2021-05-25,火曜日,指定なし,今治第一病院,08:30～翌08:30
2021-05-26,水曜日,指定なし,今治セントラルクリニック,17:15～22:30
2021-05-26,水曜日,指定なし,県立今治病院,08:30～17:15 / 22:30～翌08:30
2021-05-27,木曜日,指定なし,済生会今治病院,08:30～翌08:30
2021-05-28,金曜日,指定なし,木原病院,08:30～翌08:30
2021-05-29,土曜日,指定なし,医師会市民病院,17:30～翌08:30
2021-05-29,土曜日,指定なし,白石病院,08:30～17:30
2021-05-30,日曜日,指定なし,有津むらかみクリニック,09:00～17:00
2021-05-30,日曜日,指定なし,医師会市民病院,08:30～翌08:30
2021-05-30,日曜日,小児科,みぶ小児科,09:00～17:00
2021-05-31,月曜日,指定なし,広瀬病院,08:30～翌08:30
