date,week,medical,name,time
2021-09-01,水曜日,指定なし,済生会今治病院,08:30～翌08:30
2021-09-02,木曜日,指定なし,白石病院,08:30～翌08:30
2021-09-03,金曜日,指定なし,木原病院,08:30～翌08:30
2021-09-04,土曜日,指定なし,医師会市民病院,17:30～翌08:30
2021-09-04,土曜日,指定なし,今治第一病院,08:30～17:30
2021-09-05,日曜日,指定なし,医師会市民病院,08:30～翌08:30
2021-09-05,日曜日,小児科,県立今治病院,09:00～17:00
2021-09-05,日曜日,指定なし,松浦医院,09:00～17:00
2021-09-06,月曜日,指定なし,広瀬病院,08:30～翌08:30
2021-09-07,火曜日,指定なし,済生会今治病院,08:30～翌08:30
2021-09-08,水曜日,指定なし,県立今治病院,08:30～翌08:30
2021-09-09,木曜日,指定なし,白石病院,08:30～翌08:30
2021-09-10,金曜日,指定なし,今治第一病院,08:30～翌08:30
2021-09-11,土曜日,指定なし,医師会市民病院,17:30～翌08:30
2021-09-11,土曜日,指定なし,木原病院,08:30～17:30
2021-09-12,日曜日,指定なし,医師会市民病院,08:30～翌08:30
2021-09-12,日曜日,内科,医師会市民病院,09:00～17:30
2021-09-12,日曜日,小児科,医師会市民病院,09:00～17:00
2021-09-12,日曜日,指定なし,大三島中央病院,09:00～17:00
2021-09-13,月曜日,指定なし,瀬戸内海病院,08:30～翌08:30
2021-09-14,火曜日,指定なし,県立今治病院,08:30～翌08:30
2021-09-15,水曜日,指定なし,今治第一病院,08:30～翌08:30
2021-09-16,木曜日,指定なし,済生会今治病院,08:30～翌08:30
2021-09-17,金曜日,指定なし,木原病院,08:30～翌08:30
2021-09-18,土曜日,指定なし,医師会市民病院,08:30～翌08:30
2021-09-19,日曜日,指定なし,斎藤クリニック,09:00～17:00
2021-09-19,日曜日,指定なし,瀬戸内海病院,08:30～翌08:30
2021-09-19,日曜日,小児科,瀬戸内海病院,09:00～17:00
2021-09-20,祝日,指定なし,片山医院,09:00～17:00
2021-09-20,祝日,指定なし,広瀬病院,08:30～翌08:30
2021-09-20,祝日,小児科,みぶ小児科,09:00～17:00
2021-09-21,火曜日,指定なし,済生会今治病院,08:30～翌08:30
2021-09-22,水曜日,指定なし,木原病院,08:30～翌08:30
2021-09-23,祝日,指定なし,今治第一病院,08:30～翌08:30
2021-09-23,祝日,指定なし,はかた外科胃腸科,09:00～17:00
2021-09-23,祝日,小児科,まつうらバンビクリニック,09:00～17:00
2021-09-24,金曜日,指定なし,県立今治病院,08:30～翌08:30
2021-09-25,土曜日,指定なし,医師会市民病院,17:30～翌08:30
2021-09-25,土曜日,指定なし,白石病院,08:30～17:30
2021-09-26,日曜日,指定なし,医師会市民病院,08:30～翌08:30
2021-09-26,日曜日,内科,医師会市民病院,09:00～17:30
2021-09-26,日曜日,小児科,医師会市民病院,09:00～17:00
2021-09-26,日曜日,指定なし,しのざき整形外科,09:00～17:00
2021-09-27,月曜日,指定なし,瀬戸内海病院,08:30～翌08:30
2021-09-28,火曜日,指定なし,今治第一病院,08:30～翌08:30
2021-09-29,水曜日,指定なし,今治セントラルクリニック,17:15～22:30
2021-09-29,水曜日,指定なし,県立今治病院,08:30～17:15 / 22:30～翌08:30
2021-09-30,木曜日,指定なし,白石病院,08:30～翌08:30
