date,week,medical,name,time
2022-05-01,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2022-05-01,日曜日,指定なし,はかた外科胃腸科,09:00〜17:00
2022-05-01,日曜日,小児科,医師会市民病院,09:00〜17:00
2022-05-02,月曜日,指定なし,今治セントラルクリニック,08:30〜17:30
2022-05-02,月曜日,指定なし,広瀬病院,17:30〜翌08:30
2022-05-03,祝日,指定なし,済生会今治病院,08:30〜翌08:30
2022-05-03,祝日,指定なし,しのざき整形外科,09:00〜17:00
2022-05-04,祝日,指定なし,県立今治病院,08:30〜翌08:30
2022-05-04,祝日,指定なし,喜多嶋診療所,09:00〜17:00
2022-05-05,祝日,指定なし,今治第一病院,08:30〜翌08:30
2022-05-05,祝日,指定なし,有津むらかみクリニック,09:00〜17:00
2022-05-05,祝日,小児科,丹こどもクリニック,09:00〜17:00
2022-05-06,金曜日,指定なし,木原病院,08:30〜翌08:30
2022-05-07,土曜日,指定なし,白石病院,08:30〜17:30
2022-05-07,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2022-05-08,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2022-05-08,日曜日,指定なし,松浦医院,09:00〜17:00
2022-05-08,日曜日,小児科,医師会市民病院,09:00〜17:00
2022-05-08,日曜日,内科,医師会市民病院,09:00〜17:30
2022-05-09,月曜日,指定なし,済生会今治病院,08:30〜翌08:30
2022-05-10,火曜日,指定なし,今治第一病院,08:30〜翌08:30
2022-05-11,水曜日,指定なし,県立今治病院,08:30〜17:15 / 22:30〜翌08:30
2022-05-11,水曜日,指定なし,今治セントラルクリニック,17:15〜22:30
2022-05-12,木曜日,指定なし,白石病院,08:30〜翌08:30
2022-05-13,金曜日,指定なし,木原病院,08:30〜翌08:30
2022-05-14,土曜日,指定なし,医師会市民病院,08:30〜翌08:30
2022-05-15,日曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2022-05-15,日曜日,指定なし,大三島中央病院,09:00〜17:00
2022-05-15,日曜日,小児科,みぶ小児科,09:00〜17:00
2022-05-16,月曜日,指定なし,広瀬病院,08:30〜翌08:30
2022-05-17,火曜日,指定なし,県立今治病院,08:30〜翌08:30
2022-05-18,水曜日,指定なし,木原病院,08:30〜翌08:30
2022-05-19,木曜日,指定なし,済生会今治病院,08:30〜翌08:30
2022-05-20,金曜日,指定なし,今治第一病院,08:30〜翌08:30
2022-05-21,土曜日,指定なし,木原病院,08:30〜17:30
2022-05-21,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2022-05-22,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2022-05-22,日曜日,指定なし,斎藤クリニック,09:00〜17:00
2022-05-22,日曜日,小児科,医師会市民病院,09:00〜17:00
2022-05-22,日曜日,内科,医師会市民病院,09:00〜17:30
2022-05-23,月曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2022-05-24,火曜日,指定なし,今治第一病院,08:30〜翌08:30
2022-05-25,水曜日,指定なし,済生会今治病院,08:30〜翌08:30
2022-05-26,木曜日,指定なし,白石病院,08:30〜翌08:30
2022-05-27,金曜日,指定なし,県立今治病院,08:30〜翌08:30
2022-05-28,土曜日,指定なし,今治セントラルクリニック,08:30〜17:30
2022-05-28,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2022-05-29,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2022-05-29,日曜日,指定なし,片山医院,09:00〜17:00
2022-05-29,日曜日,小児科,まつうらバンビクリニック,09:00〜17:00
2022-05-30,月曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2022-05-31,火曜日,指定なし,今治第一病院,08:30〜翌08:30
