date,week,medical,name,time
2022-11-01,火曜日,指定なし,済生会今治病院,08:30〜翌08:30
2022-11-02,水曜日,指定なし,県立今治病院,08:30〜翌08:30
2022-11-03,祝日,指定なし,瀬戸内海病院,08:30〜翌08:30
2022-11-03,祝日,指定なし,片山医院,09:00〜17:00
2022-11-03,祝日,小児科,あおい小児科,09:00〜17:00
2022-11-04,金曜日,指定なし,木原病院,08:30〜翌08:30
2022-11-05,土曜日,指定なし,今治第一病院,08:30〜17:30
2022-11-05,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2022-11-06,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2022-11-06,日曜日,指定なし,はかた外科胃腸科,09:00〜17:00
2022-11-06,日曜日,小児科,県立今治病院,09:00〜17:00
2022-11-07,月曜日,指定なし,広瀬病院,08:30〜翌08:30
2022-11-08,火曜日,指定なし,今治第一病院,08:30〜翌08:30
2022-11-09,水曜日,指定なし,済生会今治病院,08:30〜翌08:30
2022-11-10,木曜日,指定なし,白石病院,08:30〜翌08:30
2022-11-11,金曜日,指定なし,県立今治病院,08:30〜翌08:30
2022-11-12,土曜日,指定なし,木原病院,08:30〜17:30
2022-11-12,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2022-11-13,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2022-11-13,日曜日,指定なし,喜多嶋診療所,09:00〜17:00
2022-11-13,日曜日,小児科,医師会市民病院,09:00〜17:00
2022-11-13,日曜日,内科,医師会市民病院,09:00〜17:30
2022-11-14,月曜日,指定なし,済生会今治病院,08:30〜翌08:30
2022-11-15,火曜日,指定なし,今治第一病院,08:30〜翌08:30
2022-11-16,水曜日,指定なし,県立今治病院,08:30〜翌08:30
2022-11-17,木曜日,指定なし,白石病院,08:30〜翌08:30
2022-11-18,金曜日,指定なし,木原病院,08:30〜翌08:30
2022-11-19,土曜日,指定なし,医師会市民病院,08:30〜翌08:30
2022-11-20,日曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2022-11-20,日曜日,指定なし,大三島中央病院,09:00〜17:00
2022-11-20,日曜日,小児科,済生会今治病院,09:00〜17:00
2022-11-21,月曜日,指定なし,広瀬病院,08:30〜翌08:30
2022-11-22,火曜日,指定なし,県立今治病院,08:30〜17:15 / 22:30〜翌08:30
2022-11-22,火曜日,指定なし,竹内外科,17:15〜22:30
2022-11-23,祝日,指定なし,今治第一病院,08:30〜翌08:30
2022-11-23,祝日,指定なし,斎藤クリニック,09:00〜17:00
2022-11-23,祝日,小児科,まつうらバンビクリニック,09:00〜17:00
2022-11-24,木曜日,指定なし,白石病院,08:30〜翌08:30
2022-11-25,金曜日,指定なし,木原病院,08:30〜翌08:30
2022-11-26,土曜日,指定なし,白石病院,08:30〜17:30
2022-11-26,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2022-11-27,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2022-11-27,日曜日,指定なし,喜多嶋診療所,09:00〜17:00
2022-11-27,日曜日,小児科,医師会市民病院,09:00〜17:00
2022-11-27,日曜日,内科,医師会市民病院,09:00〜17:30
2022-11-28,月曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2022-11-29,火曜日,指定なし,済生会今治病院,08:30〜翌08:30
2022-11-30,水曜日,指定なし,今治第一病院,08:30〜翌08:30
