date,week,medical,name,time
2025-07-01,火曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2025-07-02,水曜日,指定なし,木原病院,08:30〜翌08:30
2025-07-03,木曜日,指定なし,県立今治病院,08:30〜翌08:30
2025-07-04,金曜日,指定なし,済生会今治病院,08:30〜翌08:30
2025-07-05,土曜日,指定なし,木原病院,08:30〜17:30
2025-07-05,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2025-07-06,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2025-07-06,日曜日,小児科,県立今治病院,09:00〜12:00 / 14:00〜17:00
2025-07-06,日曜日,指定なし,喜多嶋診療所,09:00〜17:00
2025-07-07,月曜日,指定なし,広瀬病院,08:30〜翌08:30
2025-07-08,火曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2025-07-09,水曜日,指定なし,済生会今治病院,08:30〜翌08:30
2025-07-10,木曜日,指定なし,木原病院,08:30〜翌08:30
2025-07-11,金曜日,指定なし,県立今治病院,08:30〜17:15 / 22:30〜翌08:30
2025-07-11,金曜日,指定なし,今治セントラルクリニック,17:15〜22:30
2025-07-12,土曜日,指定なし,今治第一病院,08:30〜17:30
2025-07-12,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2025-07-13,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2025-07-13,日曜日,内科,医師会市民病院,09:00〜17:30
2025-07-13,日曜日,小児科,医師会市民病院,09:00〜12:00 / 14:00〜17:00
2025-07-13,日曜日,指定なし,有津むらかみクリニック,09:00〜17:00
2025-07-14,月曜日,指定なし,広瀬病院,08:30〜翌08:30
2025-07-15,火曜日,指定なし,済生会今治病院,08:30〜翌08:30
2025-07-16,水曜日,指定なし,今治第一病院,08:30〜翌08:30
2025-07-17,木曜日,指定なし,県立今治病院,08:30〜翌08:30
2025-07-18,金曜日,指定なし,木原病院,08:30〜翌08:30
2025-07-19,土曜日,指定なし,医師会市民病院,08:30〜翌08:30
2025-07-20,日曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2025-07-20,日曜日,小児科,済生会今治病院,09:00〜12:00 / 14:00〜17:00
2025-07-20,日曜日,指定なし,大三島中央病院,09:00〜17:00
2025-07-21,祝日,指定なし,今治第一病院,08:30〜翌08:30
2025-07-21,祝日,小児科,丹こどもクリニック,09:00〜12:00 / 14:00〜17:00
2025-07-21,祝日,指定なし,斎藤クリニック,09:00〜17:00
2025-07-22,火曜日,指定なし,県立今治病院,08:30〜翌08:30
2025-07-23,水曜日,指定なし,木原病院,08:30〜翌08:30
2025-07-24,木曜日,指定なし,済生会今治病院,08:30〜翌08:30
2025-07-25,金曜日,指定なし,今治第一病院,08:30〜翌08:30
2025-07-26,土曜日,指定なし,放射線第一病院,08:30〜17:30
2025-07-26,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2025-07-27,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2025-07-27,日曜日,内科,医師会市民病院,09:00〜17:30
2025-07-27,日曜日,小児科,医師会市民病院,09:00〜12:00 / 14:00〜17:00
2025-07-27,日曜日,指定なし,片山医院,09:00〜17:00
2025-07-28,月曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2025-07-29,火曜日,指定なし,済生会今治病院,08:30〜翌08:30
2025-07-30,水曜日,指定なし,県立今治病院,08:30〜17:15 / 22:30〜翌08:30
2025-07-30,水曜日,指定なし,今治セントラルクリニック,17:15〜22:30
2025-07-31,木曜日,指定なし,今治第一病院,08:30〜翌08:30
