date,week,medical,name,time
2017-02-01,水曜日,指定なし,今治セントラル病院,08:30〜翌08:30
2017-02-02,木曜日,指定なし,白石病院,08:30〜翌08:30
2017-02-03,金曜日,指定なし,木原病院,08:30〜翌08:30
2017-02-04,土曜日,指定なし,今治第一病院,08:30〜翌08:30
2017-02-05,日曜日,指定なし,今治セントラル病院,08:30〜17:30
2017-02-05,日曜日,指定なし,斎藤クリニック,09:00〜17:00
2017-02-05,日曜日,指定なし,医師会市民病院,17:30〜翌08:30
2017-02-05,日曜日,小児科,武田医院,09:00〜17:00
2017-02-05,日曜日,内科,鈴木病院,09:00〜17:30
2017-02-06,月曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2017-02-07,火曜日,指定なし,県立今治病院,08:30〜翌08:30
2017-02-08,水曜日,指定なし,済生会今治病院,08:30〜翌08:30
2017-02-09,木曜日,指定なし,白石病院,08:30〜翌08:30
2017-02-10,金曜日,指定なし,今治第一病院,08:30〜翌08:30
2017-02-11,祝日,指定なし,木原病院,08:30〜17:30
2017-02-11,祝日,指定なし,しのざき整形外科,09:00〜17:00
2017-02-11,祝日,指定なし,医師会市民病院,17:30〜翌08:30
2017-02-11,祝日,小児科,まつい小児科,09:00〜17:00
2017-02-12,日曜日,内科系,放射線第一病院,08:30〜17:30
2017-02-12,日曜日,外科系,三木病院,08:30〜17:30
2017-02-12,日曜日,指定なし,はかた外科胃腸科,09:00〜17:00
2017-02-12,日曜日,指定なし,医師会市民病院,17:30〜翌08:30
2017-02-12,日曜日,小児科,松本小児科,09:00〜17:00
2017-02-13,月曜日,指定なし,済生会今治病院,08:30〜翌08:30
2017-02-14,火曜日,指定なし,今治第一病院,08:30〜翌08:30
2017-02-15,水曜日,指定なし,今治セントラル病院,08:30〜翌08:30
2017-02-16,木曜日,指定なし,白石病院,08:30〜翌08:30
2017-02-17,金曜日,指定なし,木原病院,08:30〜翌08:30
2017-02-18,土曜日,指定なし,今治セントラル病院,08:30〜17:30
2017-02-18,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2017-02-19,日曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2017-02-19,日曜日,指定なし,片山医院,09:00〜17:00
2017-02-19,日曜日,小児科,瀬戸内海病院,09:00〜17:00
2017-02-20,月曜日,指定なし,広瀬病院,08:30〜翌08:30
2017-02-21,火曜日,指定なし,済生会今治病院,08:30〜翌08:30
2017-02-22,水曜日,指定なし,木原病院,08:30〜翌08:30
2017-02-23,木曜日,指定なし,今治第一病院,08:30〜翌08:30
2017-02-24,金曜日,指定なし,県立今治病院,08:30〜翌08:30
2017-02-25,土曜日,指定なし,木原病院,08:30〜翌08:30
2017-02-26,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2017-02-26,日曜日,指定なし,喜多嶋診療所,09:00〜17:00
2017-02-26,日曜日,小児科,丹こどもクリニック,09:00〜17:00
2017-02-26,日曜日,内科,医師会市民病院,09:00〜17:30
2017-02-27,月曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2017-02-28,火曜日,指定なし,広瀬病院,08:30〜翌08:30
