date,week,medical,name,time
2025-06-01,日曜日,指定なし,医師会市民病院,08:30～翌08:30
2025-06-01,日曜日,小児科,県立今治病院,09:00～12:00 / 14:00～17:00
2025-06-01,日曜日,指定なし,大三島中央病院,09:00～17:00
2025-06-02,月曜日,指定なし,広瀬病院,08:30～翌08:30
2025-06-03,火曜日,指定なし,済生会今治病院,08:30～翌08:30
2025-06-04,水曜日,指定なし,今治第一病院,08:30～翌08:30
2025-06-05,木曜日,指定なし,白石病院,08:30～翌08:30
2025-06-06,金曜日,指定なし,県立今治病院,08:30～翌08:30
2025-06-07,土曜日,指定なし,木原病院,08:30～17:30
2025-06-07,土曜日,指定なし,医師会市民病院,17:30～翌08:30
2025-06-08,日曜日,指定なし,医師会市民病院,08:30～翌08:30
2025-06-08,日曜日,内科,医師会市民病院,09:00～17:30
2025-06-08,日曜日,小児科,医師会市民病院,09:00～12:00 / 14:00～17:00
2025-06-08,日曜日,指定なし,斎藤クリニック,09:00～17:00
2025-06-09,月曜日,指定なし,瀬戸内海病院,08:30～翌08:30
2025-06-10,火曜日,指定なし,済生会今治病院,08:30～翌08:30
2025-06-11,水曜日,指定なし,県立今治病院,08:30～17:15 / 22:30～翌08:30
2025-06-11,水曜日,指定なし,今治セントラルクリニック,17:15～22:30
2025-06-12,木曜日,指定なし,今治第一病院,08:30～翌08:30
2025-06-13,金曜日,指定なし,木原病院,08:30～翌08:30
2025-06-14,土曜日,指定なし,医師会市民病院,08:30～翌08:30
2025-06-15,日曜日,指定なし,瀬戸内海病院,08:30～翌08:30
2025-06-15,日曜日,小児科,まつうらバンビクリニック,09:00～12:00 / 14:00～17:00
2025-06-15,日曜日,指定なし,片山医院,09:00～17:00
2025-06-16,月曜日,指定なし,広瀬病院,08:30～翌08:30
2025-06-17,火曜日,指定なし,県立今治病院,08:30～翌08:30
2025-06-18,水曜日,指定なし,済生会今治病院,08:30～翌08:30
2025-06-19,木曜日,指定なし,白石病院,08:30～翌08:30
2025-06-20,金曜日,指定なし,木原病院,08:30～翌08:30
2025-06-21,土曜日,指定なし,今治第一病院,08:30～17:30
2025-06-21,土曜日,指定なし,医師会市民病院,17:30～翌08:30
2025-06-22,日曜日,指定なし,医師会市民病院,08:30～翌08:30
2025-06-22,日曜日,内科,医師会市民病院,09:00～17:30
2025-06-22,日曜日,小児科,医師会市民病院,09:00～12:00 / 14:00～17:00
2025-06-22,日曜日,指定なし,はかた外科胃腸科,09:00～17:00
2025-06-23,月曜日,指定なし,瀬戸内海病院,08:30～翌08:30
2025-06-24,火曜日,指定なし,県立今治病院,08:30～翌08:30
2025-06-25,水曜日,指定なし,木原病院,08:30～翌08:30
2025-06-26,木曜日,指定なし,白石病院,08:30～翌08:30
2025-06-27,金曜日,指定なし,済生会今治病院,08:30～翌08:30
2025-06-28,土曜日,指定なし,白石病院,08:30～17:30
2025-06-28,土曜日,指定なし,医師会市民病院,17:30～翌08:30
2025-06-29,日曜日,指定なし,医師会市民病院,08:30～翌08:30
2025-06-29,日曜日,小児科,あおい小児科,09:00～12:00 / 14:00～17:00
2025-06-29,日曜日,指定なし,しのざき整形外科,09:00～17:00
2025-06-30,月曜日,指定なし,今治第一病院,08:30～翌08:30
