date,week,medical,name,time
2016-09-01,木曜日,指定なし,白石病院,08:30〜翌08:30
2016-09-02,金曜日,指定なし,今治第一病院,08:30〜翌08:30
2016-09-03,土曜日,指定なし,木原病院,08:30〜翌08:30
2016-09-04,日曜日,指定なし,白石病院,08:30〜17:30
2016-09-04,日曜日,指定なし,斎藤クリニック,09:00〜17:00
2016-09-04,日曜日,指定なし,医師会市民病院,17:30〜翌08:30
2016-09-04,日曜日,小児科,丹こどもクリニック,09:00〜17:00
2016-09-05,月曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2016-09-06,火曜日,指定なし,今治第一病院,08:30〜翌08:30
2016-09-07,水曜日,指定なし,木原病院,08:30〜翌08:30
2016-09-08,木曜日,指定なし,白石病院,08:30〜翌08:30
2016-09-09,金曜日,指定なし,済生会今治病院,08:30〜翌08:30
2016-09-10,土曜日,指定なし,今治第一病院,08:30〜翌08:30
2016-09-11,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2016-09-11,日曜日,指定なし,片山医院,09:00〜17:00
2016-09-11,日曜日,小児科,みぶ小児科,09:00〜17:00
2016-09-11,日曜日,内科,医師会市民病院,09:00〜17:30
2016-09-12,月曜日,指定なし,広瀬病院,08:30〜翌08:30
2016-09-13,火曜日,指定なし,今治セントラル病院,08:30〜翌08:30
2016-09-14,水曜日,指定なし,済生会今治病院,08:30〜翌08:30
2016-09-15,木曜日,指定なし,県立今治病院,08:30〜翌08:30
2016-09-16,金曜日,指定なし,木原病院,08:30〜翌08:30
2016-09-17,土曜日,指定なし,今治セントラル病院,08:30〜17:30
2016-09-17,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2016-09-18,日曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2016-09-18,日曜日,指定なし,はかた外科胃腸科,09:00〜17:00
2016-09-18,日曜日,小児科,瀬戸内海病院,09:00〜17:00
2016-09-19,祝日,指定なし,今治第一病院,08:30〜翌08:30
2016-09-19,祝日,指定なし,しのざき整形外科,09:00〜17:00
2016-09-19,祝日,小児科,まつうらバンビクリニック,09:00〜17:00
2016-09-20,火曜日,指定なし,広瀬病院,08:30〜翌08:30
2016-09-21,水曜日,指定なし,県立今治病院,08:30〜翌08:30
2016-09-22,祝日,指定なし,木原病院,08:30〜翌08:30
2016-09-22,祝日,指定なし,喜多嶋診療所,09:00〜17:00
2016-09-22,祝日,小児科,あおい小児科,09:00〜17:00
2016-09-23,金曜日,指定なし,今治第一病院,08:30〜翌08:30
2016-09-24,土曜日,指定なし,今治セントラル病院,08:30〜翌08:30
2016-09-25,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2016-09-25,日曜日,指定なし,有津むらかみクリニック,09:00〜17:00
2016-09-25,日曜日,小児科,武田医院,09:00〜17:00
2016-09-25,日曜日,内科,医師会市民病院,09:00〜17:30
2016-09-26,月曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2016-09-27,火曜日,指定なし,済生会今治病院,08:30〜翌08:30
2016-09-28,水曜日,指定なし,今治セントラル病院,08:30〜翌08:30
2016-09-29,木曜日,指定なし,白石病院,08:30〜翌08:30
2016-09-30,金曜日,指定なし,県立今治病院,08:30〜翌08:30
