date,week,medical,name,time
2018-09-01,土曜日,指定なし,今治第一病院,08:30〜17:30
2018-09-01,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2018-09-02,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2018-09-02,日曜日,指定なし,有津むらかみクリニック,09:00〜17:00
2018-09-02,日曜日,小児科,県立今治病院,09:00〜17:00
2018-09-03,月曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2018-09-04,火曜日,指定なし,済生会今治病院,08:30〜翌08:30
2018-09-05,水曜日,指定なし,県立今治病院,08:30〜翌08:30
2018-09-06,木曜日,指定なし,白石病院,08:30〜翌08:30
2018-09-07,金曜日,指定なし,木原病院,08:30〜翌08:30
2018-09-08,土曜日,指定なし,今治第一病院,08:30〜12:30
2018-09-08,土曜日,指定なし,今治セントラル病院,12:30〜17:30
2018-09-08,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2018-09-09,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2018-09-09,日曜日,指定なし,はかた外科胃腸科,09:00〜17:00
2018-09-09,日曜日,小児科,丹こどもクリニック,09:00〜17:00
2018-09-09,日曜日,内科,医師会市民病院,09:00〜17:30
2018-09-10,月曜日,指定なし,広瀬病院,08:30〜翌08:30
2018-09-11,火曜日,指定なし,県立今治病院,08:30〜翌08:30
2018-09-12,水曜日,指定なし,今治第一病院,08:30〜翌08:30
2018-09-13,木曜日,指定なし,済生会今治病院,08:30〜翌08:30
2018-09-14,金曜日,指定なし,木原病院,08:30〜翌08:30
2018-09-15,土曜日,指定なし,医師会市民病院,08:30〜翌08:30
2018-09-16,日曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2018-09-16,日曜日,指定なし,喜多嶋診療所,09:00〜17:00
2018-09-16,日曜日,小児科,瀬戸内海病院,09:00〜17:00
2018-09-17,祝日,指定なし,今治第一病院,08:30〜翌08:30
2018-09-17,祝日,指定なし,しのざき整形外科,09:00〜17:00
2018-09-17,祝日,小児科,まつうらバンビクリニック,09:00〜17:00
2018-09-18,火曜日,指定なし,広瀬病院,08:30〜翌08:30
2018-09-19,水曜日,指定なし,済生会今治病院,08:30〜翌08:30
2018-09-20,木曜日,指定なし,白石病院,08:30〜翌08:30
2018-09-21,金曜日,指定なし,県立今治病院,08:30〜翌08:30
2018-09-22,土曜日,指定なし,木原病院,08:30〜17:30
2018-09-22,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2018-09-23,祝日,指定なし,医師会市民病院,08:30〜翌08:30
2018-09-23,祝日,指定なし,松浦医院,09:00〜17:00
2018-09-23,祝日,小児科,あおい小児科,09:00〜17:00
2018-09-23,祝日,内科,医師会市民病院,09:00〜17:30
2018-09-24,祝日,指定なし,瀬戸内海病院,08:30〜翌08:30
2018-09-24,祝日,指定なし,大三島中央病院,09:00〜17:00
2018-09-24,祝日,小児科,武田医院,09:00〜17:00
2018-09-25,火曜日,指定なし,今治第一病院,08:30〜翌08:30
2018-09-26,水曜日,指定なし,木原病院,08:30〜翌08:30
2018-09-27,木曜日,指定なし,白石病院,08:30〜翌08:30
2018-09-28,金曜日,指定なし,済生会今治病院,08:30〜翌08:30
2018-09-29,土曜日,指定なし,白石病院,08:30〜17:30
2018-09-29,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2018-09-30,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2018-09-30,日曜日,指定なし,斎藤クリニック,09:00〜17:00
2018-09-30,日曜日,小児科,済生会今治病院,09:00〜17:00
