date,week,medical,name,time
2018-10-01,月曜日,指定なし,広瀬病院,08:30〜翌08:30
2018-10-02,火曜日,指定なし,県立今治病院,08:30〜翌08:30
2018-10-03,水曜日,指定なし,済生会今治病院,08:30〜翌08:30
2018-10-04,木曜日,指定なし,白石病院,08:30〜翌08:30
2018-10-05,金曜日,指定なし,今治第一病院,08:30〜翌08:30
2018-10-06,土曜日,指定なし,木原病院,08:30〜17:30
2018-10-06,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2018-10-07,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2018-10-07,日曜日,指定なし,片山医院,09:00〜17:00
2018-10-07,日曜日,小児科,県立今治病院,09:00〜17:00
2018-10-07,日曜日,内科,鈴木病院,09:00〜17:30
2018-10-08,祝日,指定なし,瀬戸内海病院,08:30〜翌08:30
2018-10-08,祝日,指定なし,喜多嶋診療所,09:00〜17:00
2018-10-08,祝日,小児科,松本小児科,09:00〜17:00
2018-10-09,火曜日,指定なし,済生会今治病院,08:30〜翌08:30
2018-10-10,水曜日,指定なし,今治第一病院,08:30〜翌08:30
2018-10-11,木曜日,指定なし,白石病院,08:30〜翌08:30
2018-10-12,金曜日,指定なし,木原病院,08:30〜翌08:30
2018-10-13,土曜日,指定なし,白石病院,08:30〜17:30
2018-10-13,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2018-10-14,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2018-10-14,日曜日,指定なし,はかた外科胃腸科,09:00〜17:00
2018-10-14,日曜日,小児科,丹こどもクリニック,09:00〜17:00
2018-10-14,日曜日,内科,医師会市民病院,09:00〜17:30
2018-10-15,月曜日,指定なし,済生会今治病院,08:30〜翌08:30
2018-10-16,火曜日,指定なし,県立今治病院,08:30〜翌08:30
2018-10-17,水曜日,指定なし,今治第一病院,08:30〜翌08:30
2018-10-18,木曜日,指定なし,白石病院,08:30〜翌08:30
2018-10-19,金曜日,指定なし,木原病院,08:30〜翌08:30
2018-10-20,土曜日,指定なし,医師会市民病院,08:30〜翌08:30
2018-10-21,日曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2018-10-21,日曜日,指定なし,有津むらかみクリニック,09:00〜17:00
2018-10-21,日曜日,小児科,瀬戸内海病院,09:00〜17:00
2018-10-22,月曜日,指定なし,広瀬病院,08:30〜翌08:30
2018-10-23,火曜日,指定なし,今治第一病院,08:30〜翌08:30
2018-10-24,水曜日,指定なし,木原病院,08:30〜翌08:30
2018-10-25,木曜日,指定なし,済生会今治病院,08:30〜翌08:30
2018-10-26,金曜日,指定なし,県立今治病院,08:30〜翌08:30
2018-10-27,土曜日,指定なし,木原病院,08:30〜17:30
2018-10-27,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2018-10-28,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2018-10-28,日曜日,指定なし,大三島中央病院,09:00〜17:00
2018-10-28,日曜日,指定なし,斎藤クリニック,09:00〜17:00
2018-10-28,日曜日,指定なし,しのざき整形外科,09:00〜17:00
2018-10-28,日曜日,小児科,みぶ小児科,09:00〜17:00
2018-10-28,日曜日,内科,医師会市民病院,09:00〜17:30
2018-10-29,月曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2018-10-30,火曜日,指定なし,今治第一病院,08:30〜翌08:30
2018-10-31,水曜日,指定なし,県立今治病院,08:30〜17:15 / 22:30〜翌08:30
2018-10-31,水曜日,指定なし,今治南病院,17:15〜22:30
