date,week,medical,name,time
2019-12-01,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2019-12-01,日曜日,指定なし,松浦医院,09:00〜17:00
2019-12-01,日曜日,小児科,県立今治病院,09:00〜17:00
2019-12-01,日曜日,内科,鈴木病院,09:00〜17:30
2019-12-02,月曜日,指定なし,広瀬病院,08:30〜翌08:30
2019-12-03,火曜日,指定なし,今治第一病院,08:30〜翌08:30
2019-12-04,水曜日,指定なし,県立今治病院,08:30〜17:15 / 22:30〜翌08:30
2019-12-04,水曜日,指定なし,今治セントラルクリニック,17:15〜22:30
2019-12-05,木曜日,指定なし,済生会今治病院,08:30〜翌08:30
2019-12-06,金曜日,指定なし,木原病院,08:30〜翌08:30
2019-12-07,土曜日,指定なし,白石病院,08:30〜17:30
2019-12-07,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2019-12-08,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2019-12-08,日曜日,指定なし,大三島中央病院,09:00〜17:00
2019-12-08,日曜日,小児科,みぶ小児科,09:00〜17:00
2019-12-08,日曜日,内科,医師会市民病院,09:00〜17:30
2019-12-09,月曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2019-12-10,火曜日,指定なし,県立今治病院,08:30〜翌08:30
2019-12-11,水曜日,指定なし,済生会今治病院,08:30〜翌08:30
2019-12-12,木曜日,指定なし,白石病院,08:30〜翌08:30
2019-12-13,金曜日,指定なし,木原病院,08:30〜翌08:30
2019-12-14,土曜日,指定なし,医師会市民病院,08:30〜翌08:30
2019-12-15,日曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2019-12-15,日曜日,指定なし,斎藤クリニック,09:00〜17:00
2019-12-15,日曜日,小児科,瀬戸内海病院,09:00〜17:00
2019-12-16,月曜日,指定なし,済生会今治病院,08:30〜翌08:30
2019-12-17,火曜日,指定なし,今治第一病院,08:30〜翌08:30
2019-12-18,水曜日,指定なし,県立今治病院,08:30〜翌08:30
2019-12-19,木曜日,指定なし,白石病院,08:30〜翌08:30
2019-12-20,金曜日,指定なし,木原病院,08:30〜翌08:30
2019-12-21,土曜日,指定なし,今治第一病院,08:30〜17:30
2019-12-21,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2019-12-22,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2019-12-22,日曜日,指定なし,片山医院,09:00〜17:00
2019-12-22,日曜日,小児科,まつうらバンビクリニック,09:00〜17:00
2019-12-22,日曜日,内科,医師会市民病院,09:00〜17:30
2019-12-23,月曜日,指定なし,広瀬病院,08:30〜翌08:30
2019-12-24,火曜日,指定なし,済生会今治病院,08:30〜翌08:30
2019-12-25,水曜日,指定なし,今治第一病院,08:30〜翌08:30
2019-12-26,木曜日,指定なし,白石病院,08:30〜翌08:30
2019-12-27,金曜日,指定なし,県立今治病院,08:30〜翌08:30
2019-12-28,土曜日,指定なし,広瀬病院,08:30〜17:30
2019-12-28,土曜日,指定なし,木原病院,17:30〜翌08:30
2019-12-29,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2019-12-29,日曜日,指定なし,はかた外科胃腸科,09:00〜17:00
2019-12-29,日曜日,小児科,あおい小児科,09:00〜17:00
2019-12-30,月曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2019-12-31,火曜日,指定なし,今治第一病院,08:30〜翌08:30
