date,week,medical,name,time
2017-04-01,土曜日,指定なし,木原病院,08:30〜翌08:30
2017-04-02,日曜日,指定なし,白石病院,08:30〜17:30
2017-04-02,日曜日,指定なし,はかた外科胃腸科,09:00〜17:00
2017-04-02,日曜日,指定なし,医師会市民病院,17:30〜翌08:30
2017-04-02,日曜日,小児科,まつい小児科,09:00〜17:00
2017-04-02,日曜日,内科,鈴木病院,09:00〜17:30
2017-04-03,月曜日,指定なし,済生会今治病院,08:30〜翌08:30
2017-04-04,火曜日,指定なし,広瀬病院,08:30〜翌08:30
2017-04-05,水曜日,指定なし,今治セントラル病院,08:30〜翌08:30
2017-04-06,木曜日,指定なし,木原病院,08:30〜翌08:30
2017-04-07,金曜日,指定なし,県立今治病院,08:30〜翌08:30
2017-04-08,土曜日,指定なし,今治第一病院,08:30〜翌08:30
2017-04-09,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2017-04-09,日曜日,指定なし,しのざき整形外科,09:00〜17:00
2017-04-09,日曜日,小児科,松本小児科,09:00〜17:00
2017-04-09,日曜日,内科,医師会市民病院,09:00〜17:30
2017-04-10,月曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2017-04-11,火曜日,指定なし,今治セントラル病院,08:30〜翌08:30
2017-04-12,水曜日,指定なし,今治第一病院,08:30〜翌08:30
2017-04-13,木曜日,指定なし,白石病院,08:30〜翌08:30
2017-04-14,金曜日,指定なし,済生会今治病院,08:30〜翌08:30
2017-04-15,土曜日,指定なし,木原病院,08:30〜17:30
2017-04-15,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2017-04-16,日曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2017-04-16,日曜日,指定なし,松浦医院,09:00〜17:00
2017-04-16,日曜日,小児科,瀬戸内海病院,09:00〜17:00
2017-04-17,月曜日,指定なし,今治第一病院,08:30〜翌08:30
2017-04-18,火曜日,指定なし,広瀬病院,08:30〜翌08:30
2017-04-19,水曜日,指定なし,県立今治病院,08:30〜翌08:30
2017-04-20,木曜日,指定なし,白石病院,08:30〜翌08:30
2017-04-21,金曜日,指定なし,今治第一病院,08:30〜翌08:30
2017-04-22,土曜日,指定なし,今治セントラル病院,08:30〜翌08:30
2017-04-23,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2017-04-23,日曜日,指定なし,有津むらかみクリニック,09:00〜17:00
2017-04-23,日曜日,小児科,丹こどもクリニック,09:00〜17:00
2017-04-23,日曜日,内科,医師会市民病院,09:00〜17:30
2017-04-24,月曜日,指定なし,県立今治病院,08:30〜翌08:30
2017-04-25,火曜日,指定なし,今治第一病院,08:30〜翌08:30
2017-04-26,水曜日,指定なし,済生会今治病院,08:30〜翌08:30
2017-04-27,木曜日,指定なし,白石病院,08:30〜翌08:30
2017-04-28,金曜日,指定なし,木原病院,08:30〜翌08:30
2017-04-29,祝日,指定なし,瀬戸内海病院,08:30〜翌08:30
2017-04-29,祝日,指定なし,喜多嶋診療所,09:00〜17:00
2017-04-29,祝日,小児科,みぶ小児科,09:00〜17:00
2017-04-30,日曜日,指定なし,今治セントラル病院,08:30〜17:30
2017-04-30,日曜日,指定なし,大三島中央病院,09:00〜17:00
2017-04-30,日曜日,指定なし,医師会市民病院,17:30〜翌08:30
2017-04-30,日曜日,小児科,まつうらバンビクリニック,09:00〜17:00
