date,week,medical,name,time
2019-11-01,金曜日,指定なし,木原病院,08:30〜翌08:30
2019-11-02,土曜日,指定なし,今治第一病院,08:30〜17:30
2019-11-02,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2019-11-03,祝日,指定なし,医師会市民病院,08:30〜翌08:30
2019-11-03,祝日,指定なし,斎藤クリニック,09:00〜17:00
2019-11-03,祝日,小児科,県立今治病院,09:00〜17:00
2019-11-04,祝日,指定なし,瀬戸内海病院,08:30〜翌08:30
2019-11-04,祝日,指定なし,片山医院,09:00〜17:00
2019-11-04,祝日,小児科,まつうらバンビクリニック,09:00〜17:00
2019-11-05,火曜日,指定なし,県立今治病院,08:30〜翌08:30
2019-11-06,水曜日,指定なし,済生会今治病院,08:30〜翌08:30
2019-11-07,木曜日,指定なし,白石病院,08:30〜翌08:30
2019-11-08,金曜日,指定なし,木原病院,08:30〜翌08:30
2019-11-09,土曜日,指定なし,今治第一病院,08:30〜17:30
2019-11-09,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2019-11-10,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2019-11-10,日曜日,指定なし,はかた外科胃腸科,09:00〜17:00
2019-11-10,日曜日,小児科,あおい小児科,09:00〜17:00
2019-11-10,日曜日,内科,医師会市民病院,09:00〜17:30
2019-11-11,月曜日,指定なし,広瀬病院,08:30〜翌08:30
2019-11-12,火曜日,指定なし,県立今治病院,08:30〜17:15 / 22:30〜翌08:30
2019-11-12,火曜日,指定なし,今治南病院,17:15〜22:30
2019-11-13,水曜日,指定なし,今治第一病院,08:30〜翌08:30
2019-11-14,木曜日,指定なし,済生会今治病院,08:30〜翌08:30
2019-11-15,金曜日,指定なし,木原病院,08:30〜翌08:30
2019-11-16,土曜日,指定なし,医師会市民病院,08:30〜翌08:30
2019-11-17,日曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2019-11-17,日曜日,指定なし,喜多嶋診療所,09:00〜17:00
2019-11-17,日曜日,小児科,瀬戸内海病院,09:00〜17:00
2019-11-18,月曜日,指定なし,広瀬病院,08:30〜翌08:30
2019-11-19,火曜日,指定なし,今治第一病院,08:30〜翌08:30
2019-11-20,水曜日,指定なし,済生会今治病院,08:30〜翌08:30
2019-11-21,木曜日,指定なし,白石病院,08:30〜翌08:30
2019-11-22,金曜日,指定なし,県立今治病院,08:30〜翌08:30
2019-11-23,祝日,指定なし,木原病院,08:30〜17:30
2019-11-23,祝日,指定なし,しのざき整形外科,09:00〜17:00
2019-11-23,祝日,指定なし,医師会市民病院,17:30〜翌08:30
2019-11-23,祝日,小児科,丹こどもクリニック,09:00〜17:00
2019-11-24,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2019-11-24,日曜日,指定なし,有津むらかみクリニック,09:00〜17:00
2019-11-24,日曜日,小児科,松本小児科,09:00〜17:00
2019-11-24,日曜日,内科,医師会市民病院,09:00〜17:30
2019-11-25,月曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2019-11-26,火曜日,指定なし,済生会今治病院,08:30〜翌08:30
2019-11-27,水曜日,指定なし,県立今治病院,08:30〜翌08:30
2019-11-28,木曜日,指定なし,白石病院,08:30〜翌08:30
2019-11-29,金曜日,指定なし,今治第一病院,08:30〜翌08:30
2019-11-30,土曜日,指定なし,白石病院,08:30〜17:30
2019-11-30,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
