date,week,medical,name,time
2020-02-01,土曜日,指定なし,木原病院,08:30〜17:30
2020-02-01,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2020-02-02,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2020-02-02,日曜日,指定なし,片山医院,09:00〜17:00
2020-02-02,日曜日,小児科,県立今治病院,09:00〜17:00
2020-02-02,日曜日,内科,鈴木病院,09:00〜17:30
2020-02-03,月曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2020-02-04,火曜日,指定なし,今治第一病院,08:30〜翌08:30
2020-02-05,水曜日,指定なし,県立今治病院,08:30〜17:15 / 22:30〜翌08:30
2020-02-05,水曜日,指定なし,今治セントラルクリニック,17:15〜22:30
2020-02-06,木曜日,指定なし,済生会今治病院,08:30〜翌08:30
2020-02-07,金曜日,指定なし,木原病院,08:30〜翌08:30
2020-02-08,土曜日,指定なし,白石病院,08:30〜17:30
2020-02-08,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2020-02-09,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2020-02-09,日曜日,指定なし,はかた外科胃腸科,09:00〜17:00
2020-02-09,日曜日,小児科,まつうらバンビクリニック,09:00〜17:00
2020-02-09,日曜日,内科,医師会市民病院,09:00〜17:30
2020-02-10,月曜日,指定なし,広瀬病院,08:30〜翌08:30
2020-02-11,祝日,指定なし,今治第一病院,08:30〜翌08:30
2020-02-11,祝日,指定なし,しのざき整形外科,09:00〜17:00
2020-02-11,祝日,小児科,あおい小児科,09:00〜17:00
2020-02-12,水曜日,指定なし,済生会今治病院,08:30〜翌08:30
2020-02-13,木曜日,指定なし,白石病院,08:30〜翌08:30
2020-02-14,金曜日,指定なし,県立今治病院,08:30〜翌08:30
2020-02-15,土曜日,指定なし,医師会市民病院,08:30〜翌08:30
2020-02-16,日曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2020-02-16,日曜日,指定なし,喜多嶋診療所,09:00〜17:00
2020-02-16,日曜日,小児科,瀬戸内海病院,09:00〜17:00
2020-02-17,月曜日,指定なし,広瀬病院,08:30〜翌08:30
2020-02-18,火曜日,指定なし,済生会今治病院,08:30〜翌08:30
2020-02-19,水曜日,指定なし,県立今治病院,08:30〜翌08:30
2020-02-20,木曜日,指定なし,白石病院,08:30〜翌08:30
2020-02-21,金曜日,指定なし,木原病院,08:30〜翌08:30
2020-02-22,土曜日,指定なし,今治第一病院,08:30〜17:30
2020-02-22,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2020-02-23,祝日,指定なし,医師会市民病院,08:30〜翌08:30
2020-02-23,祝日,指定なし,有津むらかみクリニック,09:00〜17:00
2020-02-23,祝日,小児科,松本小児科,09:00〜17:00
2020-02-23,祝日,内科,医師会市民病院,09:00〜17:30
2020-02-24,祝日,指定なし,瀬戸内海病院,08:30〜翌08:30
2020-02-24,祝日,指定なし,松浦医院,09:00〜17:00
2020-02-24,祝日,小児科,丹こどもクリニック,09:00〜17:00
2020-02-25,火曜日,指定なし,今治第一病院,08:30〜翌08:30
2020-02-26,水曜日,指定なし,済生会今治病院,08:30〜翌08:30
2020-02-27,木曜日,指定なし,県立今治病院,08:30〜翌08:30
2020-02-28,金曜日,指定なし,木原病院,08:30〜翌08:30
2020-02-29,土曜日,指定なし,今治第一病院,08:30〜17:30
2020-02-29,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
