date,week,medical,name,time
2020-04-01,水曜日,指定なし,木原病院,08:30〜翌08:30
2020-04-02,木曜日,指定なし,白石病院,08:30〜翌08:30
2020-04-03,金曜日,指定なし,今治第一病院,08:30〜翌08:30
2020-04-04,土曜日,指定なし,木原病院,08:30〜17:30
2020-04-04,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2020-04-05,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2020-04-05,日曜日,指定なし,有津むらかみクリニック,09:00〜17:00
2020-04-05,日曜日,小児科,県立今治病院,09:00〜17:00
2020-04-06,月曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2020-04-07,火曜日,指定なし,済生会今治病院,08:30〜翌08:30
2020-04-08,水曜日,指定なし,県立今治病院,08:30〜翌08:30
2020-04-09,木曜日,指定なし,白石病院,08:30〜翌08:30
2020-04-10,金曜日,指定なし,木原病院,08:30〜翌08:30
2020-04-11,土曜日,指定なし,今治第一病院,08:30〜17:30
2020-04-11,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2020-04-12,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2020-04-12,日曜日,小児科,松本小児科,09:00〜17:00
2020-04-13,月曜日,指定なし,広瀬病院,08:30〜翌08:30
2020-04-14,火曜日,指定なし,県立今治病院,08:30〜17:15 / 22:30〜翌08:30
2020-04-14,火曜日,指定なし,竹内外科,17:15〜22:30
2020-04-15,水曜日,指定なし,今治第一病院,08:30〜翌08:30
2020-04-16,木曜日,指定なし,済生会今治病院,08:30〜翌08:30
2020-04-17,金曜日,指定なし,木原病院,08:30〜翌08:30
2020-04-18,土曜日,指定なし,医師会市民病院,08:30〜翌08:30
2020-04-19,日曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2020-04-19,日曜日,指定なし,大三島中央病院,09:00〜17:00
2020-04-19,日曜日,小児科,瀬戸内海病院,09:00〜17:00
2020-04-20,月曜日,指定なし,広瀬病院,08:30〜翌08:30
2020-04-21,火曜日,指定なし,今治第一病院,08:30〜翌08:30
2020-04-22,水曜日,指定なし,済生会今治病院,08:30〜翌08:30
2020-04-23,木曜日,指定なし,白石病院,08:30〜翌08:30
2020-04-24,金曜日,指定なし,県立今治病院,08:30〜翌08:30
2020-04-25,土曜日,指定なし,白石病院,08:30〜17:30
2020-04-25,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2020-04-26,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2020-04-26,日曜日,指定なし,斎藤クリニック,09:00〜17:00
2020-04-26,日曜日,小児科,丹こどもクリニック,09:00〜17:00
2020-04-26,日曜日,内科,医師会市民病院,09:00〜17:30
2020-04-27,月曜日,指定なし,済生会今治病院,08:30〜翌08:30
2020-04-28,火曜日,指定なし,今治第一病院,08:30〜翌08:30
2020-04-29,祝日,指定なし,瀬戸内海病院,08:30〜翌08:30
2020-04-29,祝日,指定なし,片山医院,09:00〜17:00
2020-04-29,祝日,小児科,みぶ小児科,09:00〜17:00
2020-04-30,木曜日,指定なし,県立今治病院,08:30〜翌08:30
