date,week,medical,name,time
2020-07-01,水曜日,指定なし,済生会今治病院,08:30〜翌08:30
2020-07-02,木曜日,指定なし,白石病院,08:30〜翌08:30
2020-07-03,金曜日,指定なし,木原病院,08:30〜翌08:30
2020-07-04,土曜日,指定なし,今治第一病院,08:30〜17:30
2020-07-04,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2020-07-05,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2020-07-05,日曜日,指定なし,松浦医院,09:00〜17:00
2020-07-05,日曜日,小児科,県立今治病院,09:00〜17:00
2020-07-06,月曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2020-07-07,火曜日,指定なし,済生会今治病院,08:30〜翌08:30
2020-07-08,水曜日,指定なし,今治第一病院,08:30〜翌08:30
2020-07-09,木曜日,指定なし,白石病院,08:30〜翌08:30
2020-07-10,金曜日,指定なし,県立今治病院,08:30〜翌08:30
2020-07-11,土曜日,指定なし,白石病院,08:30〜17:30
2020-07-11,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2020-07-12,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2020-07-12,日曜日,指定なし,大三島中央病院,09:00〜17:00
2020-07-12,日曜日,小児科,武田医院,09:00〜17:00
2020-07-12,日曜日,内科,医師会市民病院,09:00〜17:30
2020-07-13,月曜日,指定なし,広瀬病院,08:30〜翌08:30
2020-07-14,火曜日,指定なし,今治第一病院,08:30〜翌08:30
2020-07-15,水曜日,指定なし,県立今治病院,08:30〜17:15 / 22:30〜翌08:30
2020-07-15,水曜日,指定なし,竹内外科,17:15〜22:30
2020-07-16,木曜日,指定なし,済生会今治病院,08:30〜翌08:30
2020-07-17,金曜日,指定なし,木原病院,08:30〜翌08:30
2020-07-18,土曜日,指定なし,医師会市民病院,08:30〜翌08:30
2020-07-19,日曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2020-07-19,日曜日,指定なし,斎藤クリニック,09:00〜17:00
2020-07-19,日曜日,小児科,瀬戸内海病院,09:00〜17:00
2020-07-20,月曜日,指定なし,広瀬病院,08:30〜翌08:30
2020-07-21,火曜日,指定なし,県立今治病院,08:30〜翌08:30
2020-07-22,水曜日,指定なし,木原病院,08:30〜翌08:30
2020-07-23,祝日,指定なし,今治第一病院,08:30〜翌08:30
2020-07-23,祝日,指定なし,片山医院,09:00〜17:00
2020-07-23,祝日,小児科,松本小児科,09:00〜17:00
2020-07-24,祝日,指定なし,瀬戸内海病院,08:30〜翌08:30
2020-07-24,祝日,指定なし,はかた外科胃腸科,09:00〜17:00
2020-07-24,祝日,小児科,丹こどもクリニック,09:00〜17:00
2020-07-25,土曜日,指定なし,木原病院,08:30〜17:30
2020-07-25,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2020-07-26,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2020-07-26,日曜日,指定なし,しのざき整形外科,09:00〜17:00
2020-07-26,日曜日,小児科,みぶ小児科,09:00〜17:00
2020-07-26,日曜日,内科,医師会市民病院,09:00〜17:30
2020-07-27,月曜日,指定なし,済生会今治病院,08:30〜翌08:30
2020-07-28,火曜日,指定なし,今治第一病院,08:30〜翌08:30
2020-07-29,水曜日,指定なし,県立今治病院,08:30〜翌08:30
2020-07-30,木曜日,指定なし,白石病院,08:30〜翌08:30
2020-07-31,金曜日,指定なし,木原病院,08:30〜翌08:30
