date,week,medical,name,time
2016-01-22,金曜日,指定なし,木原病院,08:30〜翌08:30
2016-01-23,土曜日,指定なし,今治第一病院,08:30〜翌08:30
2016-01-24,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2016-01-24,日曜日,指定なし,斎藤クリニック,09:00〜17:00
2016-01-24,日曜日,小児科,武田医院,09:00〜17:00
2016-01-25,月曜日,指定なし,広瀬病院,08:30〜翌08:30
2016-01-26,火曜日,指定なし,今治セントラル病院,08:30〜翌08:30
2016-01-27,水曜日,指定なし,済生会今治病院,08:30〜翌08:30
2016-01-28,木曜日,指定なし,白石病院,08:30〜翌08:30
2016-01-29,金曜日,指定なし,今治第一病院,08:30〜翌08:30
2016-01-30,土曜日,指定なし,木原病院,08:30〜翌08:30
2016-01-31,日曜日,指定なし,白石病院,08:30〜17:30
2016-01-31,日曜日,指定なし,片山医院,09:00〜17:00
2016-01-31,日曜日,指定なし,医師会市民病院,17:30〜翌08:30
2016-01-31,日曜日,小児科,まつい小児科,09:00〜17:00
