date,week,medical,name,time
2024-08-01,木曜日,指定なし,白石病院,08:30〜翌08:30
2024-08-02,金曜日,指定なし,木原病院,08:30〜翌08:30
2024-08-03,土曜日,指定なし,瀬戸内海病院,08:30〜17:30
2024-08-03,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2024-08-04,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2024-08-04,日曜日,指定なし,はかた外科胃腸科,09:00〜17:00
2024-08-04,日曜日,小児科,県立今治病院,09:00〜12:00 / 14:00〜17:00
2024-08-05,月曜日,指定なし,広瀬病院,08:30〜翌08:30
2024-08-06,火曜日,指定なし,今治第一病院,08:30〜翌08:30
2024-08-07,水曜日,指定なし,済生会今治病院,08:30〜翌08:30
2024-08-08,木曜日,指定なし,白石病院,08:30〜翌08:30
2024-08-09,金曜日,指定なし,県立今治病院,08:30〜翌08:30
2024-08-10,土曜日,指定なし,木原病院,08:30〜17:30
2024-08-10,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2024-08-11,祝日,指定なし,医師会市民病院,08:30〜翌08:30
2024-08-11,祝日,指定なし,しのざき整形外科,09:00〜17:00
2024-08-11,祝日,小児科,医師会市民病院,09:00〜12:00 / 14:00〜17:00
2024-08-11,祝日,内科,医師会市民病院,09:00〜17:30
2024-08-12,祝日,指定なし,瀬戸内海病院,08:30〜翌08:30
2024-08-12,祝日,指定なし,喜多嶋診療所,09:00〜17:00
2024-08-12,祝日,小児科,まつうらバンビクリニック,09:00〜12:00 / 14:00〜17:00
2024-08-13,火曜日,指定なし,済生会今治病院,08:30〜翌08:30
2024-08-14,水曜日,指定なし,県立今治病院,08:30〜翌08:30
2024-08-15,木曜日,指定なし,今治第一病院,08:30〜翌08:30
2024-08-16,金曜日,指定なし,木原病院,08:30〜翌08:30
2024-08-17,土曜日,指定なし,医師会市民病院,08:30〜翌08:30
2024-08-18,日曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2024-08-18,日曜日,指定なし,有津むらかみクリニック,09:00〜17:00
2024-08-18,日曜日,小児科,あおい小児科,09:00〜12:00 / 14:00〜17:00
2024-08-19,月曜日,指定なし,県立今治病院,08:30〜翌08:30
2024-08-20,火曜日,指定なし,済生会今治病院,08:30〜翌08:30
2024-08-21,水曜日,指定なし,木原病院,08:30〜翌08:30
2024-08-22,木曜日,指定なし,白石病院,08:30〜翌08:30
2024-08-23,金曜日,指定なし,今治第一病院,08:30〜翌08:30
2024-08-24,土曜日,指定なし,白石病院,08:30〜17:30
2024-08-24,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2024-08-25,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2024-08-25,日曜日,指定なし,大三島中央病院,09:00〜17:00
2024-08-25,日曜日,小児科,医師会市民病院,09:00〜12:00 / 14:00〜17:00
2024-08-25,日曜日,内科,医師会市民病院,09:00〜17:30
2024-08-26,月曜日,指定なし,広瀬病院,08:30〜翌08:30
2024-08-27,火曜日,指定なし,今治第一病院,08:30〜翌08:30
2024-08-28,水曜日,指定なし,県立今治病院,08:30〜17:15 / 22:30〜翌08:30
2024-08-28,水曜日,指定なし,今治セントラルクリニック,17:15〜22:30
2024-08-29,木曜日,指定なし,白石病院,08:30〜翌08:30
2024-08-30,金曜日,指定なし,済生会今治病院,08:30〜翌08:30
2024-08-31,土曜日,指定なし,今治第一病院,08:30〜17:30
2024-08-31,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
