date,week,medical,name,time
2024-05-01,水曜日,指定なし,今治第一病院,08:30～翌08:30
2024-05-02,木曜日,指定なし,白石病院,08:30～翌08:30
2024-05-03,祝日,指定なし,済生会今治病院,08:30～翌08:30
2024-05-03,祝日,指定なし,大三島中央病院,09:00～17:00
2024-05-04,祝日,指定なし,木原病院,08:30～17:30
2024-05-04,祝日,指定なし,斎藤クリニック,09:00～17:00
2024-05-04,祝日,指定なし,医師会市民病院,17:30～翌08:30
2024-05-04,祝日,小児科,みぶ小児科,09:00～12:00 / 14:00～17:00
2024-05-05,祝日,指定なし,医師会市民病院,08:30～翌08:30
2024-05-05,祝日,指定なし,片山医院,09:00～17:00
2024-05-05,祝日,小児科,丹こどもクリニック,09:00～12:00 / 14:00～17:00
2024-05-06,祝日,指定なし,県立今治病院,08:30～翌08:30
2024-05-06,祝日,指定なし,はかた外科胃腸科,09:00～17:00
2024-05-07,火曜日,指定なし,今治第一病院,08:30～翌08:30
2024-05-08,水曜日,指定なし,済生会今治病院,08:30～翌08:30
2024-05-09,木曜日,指定なし,白石病院,08:30～翌08:30
2024-05-10,金曜日,指定なし,木原病院,08:30～翌08:30
2024-05-11,土曜日,指定なし,白石病院,08:30～17:30
2024-05-11,土曜日,指定なし,医師会市民病院,17:30～翌08:30
2024-05-12,日曜日,指定なし,医師会市民病院,08:30～翌08:30
2024-05-12,日曜日,指定なし,有津むらかみクリニック,09:00～17:00
2024-05-12,日曜日,小児科,医師会市民病院,09:00～12:00 / 14:00～17:00
2024-05-12,日曜日,内科,医師会市民病院,09:00～17:30
2024-05-13,月曜日,指定なし,広瀬病院,08:30～翌08:30
2024-05-14,火曜日,指定なし,県立今治病院,08:30～翌08:30
2024-05-15,水曜日,指定なし,今治第一病院,08:30～翌08:30
2024-05-16,木曜日,指定なし,済生会今治病院,08:30～翌08:30
2024-05-17,金曜日,指定なし,木原病院,08:30～翌08:30
2024-05-18,土曜日,指定なし,医師会市民病院,08:30～翌08:30
2024-05-19,日曜日,指定なし,瀬戸内海病院,08:30～翌08:30
2024-05-19,日曜日,指定なし,喜多嶋診療所,09:00～17:00
2024-05-19,日曜日,小児科,まつうらバンビクリニック,09:00～12:00 / 14:00～17:00
2024-05-20,月曜日,指定なし,広瀬病院,08:30～翌08:30
2024-05-21,火曜日,指定なし,今治第一病院,08:30～翌08:30
2024-05-22,水曜日,指定なし,県立今治病院,08:30～17:15 / 22:30～翌08:30
2024-05-22,水曜日,指定なし,今治セントラルクリニック,17:15～22:30
2024-05-23,木曜日,指定なし,白石病院,08:30～翌08:30
2024-05-24,金曜日,指定なし,木原病院,08:30～翌08:30
2024-05-25,土曜日,指定なし,白石病院,08:30～17:30
2024-05-25,土曜日,指定なし,医師会市民病院,17:30～翌08:30
2024-05-26,日曜日,指定なし,医師会市民病院,08:30～翌08:30
2024-05-26,日曜日,指定なし,しのざき整形外科,09:00～17:00
2024-05-26,日曜日,小児科,医師会市民病院,09:00～12:00 / 14:00～17:00
2024-05-26,日曜日,内科,医師会市民病院,09:00～17:30
2024-05-27,月曜日,指定なし,瀬戸内海病院,08:30～翌08:30
2024-05-28,火曜日,指定なし,済生会今治病院,08:30～翌08:30
2024-05-29,水曜日,指定なし,県立今治病院,08:30～翌08:30
2024-05-30,木曜日,指定なし,木原病院,08:30～翌08:30
2024-05-31,金曜日,指定なし,今治第一病院,08:30～翌08:30
