date,week,medical,name,time
2024-07-01,月曜日,指定なし,瀬戸内海病院,08:30～翌08:30
2024-07-02,火曜日,指定なし,県立今治病院,08:30～翌08:30
2024-07-03,水曜日,指定なし,済生会今治病院,08:30～翌08:30
2024-07-04,木曜日,指定なし,今治第一病院,08:30～翌08:30
2024-07-05,金曜日,指定なし,木原病院,08:30～翌08:30
2024-07-06,土曜日,指定なし,白石病院,08:30～17:30
2024-07-06,土曜日,指定なし,医師会市民病院,17:30～翌08:30
2024-07-07,日曜日,指定なし,医師会市民病院,08:30～翌08:30
2024-07-07,日曜日,指定なし,喜多嶋診療所,09:00～17:00
2024-07-07,日曜日,小児科,県立今治病院,09:00～12:00 / 14:00～17:00
2024-07-08,月曜日,指定なし,広瀬病院,08:30～翌08:30
2024-07-09,火曜日,指定なし,済生会今治病院,08:30～翌08:30
2024-07-10,水曜日,指定なし,今治第一病院,08:30～翌08:30
2024-07-11,木曜日,指定なし,白石病院,08:30～翌08:30
2024-07-12,金曜日,指定なし,県立今治病院,08:30～翌08:30
2024-07-13,土曜日,指定なし,木原病院,08:30～17:30
2024-07-13,土曜日,指定なし,医師会市民病院,17:30～翌08:30
2024-07-14,日曜日,指定なし,医師会市民病院,08:30～翌08:30
2024-07-14,日曜日,指定なし,有津むらかみクリニック,09:00～17:00
2024-07-14,日曜日,小児科,医師会市民病院,09:00～12:00 / 14:00～17:00
2024-07-14,日曜日,内科,医師会市民病院,09:00～17:30
2024-07-15,祝日,指定なし,瀬戸内海病院,08:30～翌08:30
2024-07-15,祝日,指定なし,大三島中央病院,09:00～17:00
2024-07-15,祝日,小児科,みぶ小児科,09:00～12:00 / 14:00～17:00
2024-07-16,火曜日,指定なし,今治第一病院,08:30～翌08:30
2024-07-17,水曜日,指定なし,県立今治病院,08:30～17:15 / 22:30～翌08:30
2024-07-17,水曜日,指定なし,今治セントラルクリニック,17:15～22:30
2024-07-18,木曜日,指定なし,木原病院,08:30～翌08:30
2024-07-19,金曜日,指定なし,済生会今治病院,08:30～翌08:30
2024-07-20,土曜日,指定なし,医師会市民病院,08:30～翌08:30
2024-07-21,日曜日,指定なし,瀬戸内海病院,08:30～翌08:30
2024-07-21,日曜日,指定なし,斎藤クリニック,09:00～17:00
2024-07-21,日曜日,小児科,済生会今治病院,09:00～12:00 / 14:00～17:00
2024-07-22,月曜日,指定なし,広瀬病院,08:30～翌08:30
2024-07-23,火曜日,指定なし,県立今治病院,08:30～翌08:30
2024-07-24,水曜日,指定なし,木原病院,08:30～翌08:30
2024-07-25,木曜日,指定なし,白石病院,08:30～翌08:30
2024-07-26,金曜日,指定なし,今治第一病院,08:30～翌08:30
2024-07-27,土曜日,指定なし,白石病院,08:30～17:30
2024-07-27,土曜日,指定なし,医師会市民病院,17:30～翌08:30
2024-07-28,日曜日,指定なし,医師会市民病院,08:30～翌08:30
2024-07-28,日曜日,指定なし,片山医院,09:00～17:00
2024-07-28,日曜日,小児科,医師会市民病院,09:00～12:00 / 14:00～17:00
2024-07-28,日曜日,内科,医師会市民病院,09:00～17:30
2024-07-29,月曜日,指定なし,瀬戸内海病院,08:30～翌08:30
2024-07-30,火曜日,指定なし,済生会今治病院,08:30～翌08:30
2024-07-31,水曜日,指定なし,今治第一病院,08:30～翌08:30
