date,week,medical,name,time
2024-02-01,木曜日,指定なし,県立今治病院,08:30〜翌08:30
2024-02-02,金曜日,指定なし,今治第一病院,08:30〜翌08:30
2024-02-03,土曜日,指定なし,白石病院,08:30〜17:30
2024-02-03,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2024-02-04,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2024-02-04,日曜日,指定なし,有津むらかみクリニック,09:00〜17:00
2024-02-04,日曜日,小児科,県立今治病院,09:00〜17:00
2024-02-05,月曜日,指定なし,広瀬病院,08:30〜翌08:30
2024-02-06,火曜日,指定なし,済生会今治病院,08:30〜翌08:30
2024-02-07,水曜日,指定なし,県立今治病院,08:30〜17:15 / 22:30〜翌08:30
2024-02-07,水曜日,指定なし,今治セントラルクリニック,17:15〜22:30
2024-02-08,木曜日,指定なし,白石病院,08:30〜翌08:30
2024-02-09,金曜日,指定なし,今治第一病院,08:30〜翌08:30
2024-02-10,土曜日,指定なし,木原病院,08:30〜17:30
2024-02-10,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2024-02-11,祝日,指定なし,医師会市民病院,08:30〜翌08:30
2024-02-11,祝日,指定なし,喜多嶋診療所,09:00〜17:00
2024-02-11,祝日,小児科,医師会市民病院,09:00〜17:00
2024-02-11,祝日,内科,医師会市民病院,09:00〜17:30
2024-02-12,祝日,指定なし,瀬戸内海病院,08:30〜翌08:30
2024-02-12,祝日,指定なし,大三島中央病院,09:00〜17:00
2024-02-12,祝日,小児科,みぶ小児科,09:00〜17:00
2024-02-13,火曜日,指定なし,県立今治病院,08:30〜翌08:30
2024-02-14,水曜日,指定なし,済生会今治病院,08:30〜翌08:30
2024-02-15,木曜日,指定なし,白石病院,08:30〜翌08:30
2024-02-16,金曜日,指定なし,木原病院,08:30〜翌08:30
2024-02-17,土曜日,指定なし,医師会市民病院,08:30〜翌08:30
2024-02-18,日曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2024-02-18,日曜日,指定なし,斎藤クリニック,09:00〜17:00
2024-02-18,日曜日,小児科,まつうらバンビクリニック,09:00〜17:00
2024-02-19,月曜日,指定なし,広瀬病院,08:30〜翌08:30
2024-02-20,火曜日,指定なし,済生会今治病院,08:30〜翌08:30
2024-02-21,水曜日,指定なし,木原病院,08:30〜翌08:30
2024-02-22,木曜日,指定なし,白石病院,08:30〜翌08:30
2024-02-23,祝日,指定なし,今治第一病院,08:30〜翌08:30
2024-02-23,祝日,指定なし,片山医院,09:00〜17:00
2024-02-23,祝日,小児科,あおい小児科,09:00〜17:00
2024-02-24,土曜日,指定なし,木原病院,08:30〜17:30
2024-02-24,土曜日,指定なし,医師会市民病院,17:30〜翌08:30
2024-02-25,日曜日,指定なし,医師会市民病院,08:30〜翌08:30
2024-02-25,日曜日,指定なし,はかた外科胃腸科,09:00〜17:00
2024-02-25,日曜日,小児科,医師会市民病院,09:00〜17:00
2024-02-25,日曜日,内科,医師会市民病院,09:00〜17:30
2024-02-26,月曜日,指定なし,瀬戸内海病院,08:30〜翌08:30
2024-02-27,火曜日,指定なし,県立今治病院,08:30〜翌08:30
2024-02-28,水曜日,指定なし,今治第一病院,08:30〜翌08:30
2024-02-29,木曜日,指定なし,済生会今治病院,08:30〜翌08:30
